tenure,num_of_orders,days_since_last_purchase,total_spent,avg_order_value,num_complaints,discount_used,login_frequency,preferred_category,churn
53,4,63,3774.08,943.52,0,0,27,0,0
1,85,48,1057.23,12.44,4,1,14,3,1
58,39,87,2341.96,60.05,0,1,20,1,0
58,98,48,8987.28,91.71,7,0,27,3,0
1,94,61,9798.95,104.24,6,1,18,0,1
47,6,140,6511.83,1085.3,4,1,22,0,1
34,81,78,9176.55,113.29,5,0,13,0,0
32,89,18,6463.14,72.62,3,0,26,0,0
54,69,155,428.65,6.21,8,1,5,2,1
48,69,28,9967.95,144.46,2,0,17,3,0
25,20,80,1079.63,53.98,1,1,7,2,1
40,64,16,6858.15,107.16,6,0,4,0,0
45,16,77,2603.08,162.69,1,0,21,0,0
53,51,137,3980.61,78.05,5,0,7,2,1
1,37,26,6494.75,175.53,7,0,28,1,1
16,73,28,4421.22,60.56,2,1,5,3,0
39,69,105,2580.41,37.4,2,0,9,2,0
5,42,77,3411.02,81.21,2,1,2,3,1
22,57,164,3481.33,61.08,0,0,12,0,1
29,66,9,9597.31,145.41,8,1,6,0,0
55,9,175,8006.27,889.59,4,0,29,0,0
3,86,51,4639.63,53.95,8,0,3,3,1
12,64,76,2078.23,32.47,4,1,12,3,1
26,86,122,8129.06,94.52,6,0,5,2,1
16,22,32,1656.11,75.28,0,1,15,0,0
51,34,57,2183.58,64.22,8,1,21,2,0
37,55,54,3723.53,67.7,0,0,26,1,0
22,29,116,8815.45,303.98,3,0,20,0,1
57,38,144,1404.69,36.97,6,1,28,0,1
29,97,62,1310.12,13.51,8,0,0,1,1
14,18,84,4990.35,277.24,0,0,29,2,0
28,71,56,2836.46,39.95,5,1,23,3,1
5,65,23,5730.41,88.16,9,0,12,0,1
47,97,17,4571.2,47.13,4,0,29,3,0
49,1,166,4406.1,4406.1,2,0,25,0,0
30,88,158,1208.53,13.73,9,0,1,0,1
46,4,78,1496.39,374.1,1,0,19,3,0
52,4,22,8228.68,2057.17,0,1,28,0,0
5,82,108,8870.24,108.17,1,0,27,1,0
12,27,17,2423.37,89.75,3,0,18,2,0
16,43,15,1223.26,28.45,5,1,5,1,1
26,59,114,628.83,10.66,4,0,10,2,1
26,32,48,6122.15,191.32,3,1,16,1,0
48,33,160,7182.0,217.64,7,1,8,1,1
21,28,113,3790.82,135.39,6,0,4,2,1
39,55,168,6828.79,124.16,3,0,4,0,1
36,60,97,7158.29,119.3,9,1,15,3,1
33,70,91,9359.89,133.71,4,0,3,3,0
30,62,16,742.25,11.97,9,1,19,3,1
37,80,156,2003.69,25.05,4,0,28,0,0
23,34,98,778.41,22.89,2,0,12,1,1
58,87,111,8693.14,99.92,8,1,16,1,0
10,88,1,7946.61,90.3,4,1,8,1,0
54,56,41,5788.96,103.37,9,1,24,0,0
5,13,48,928.27,71.41,1,1,12,2,0
36,56,159,2805.79,50.1,3,1,15,0,1
34,18,164,3047.43,169.3,3,1,19,3,1
52,54,108,5651.36,104.65,4,1,9,1,0
31,77,161,2654.63,34.48,7,1,9,0,1
10,43,161,822.3,19.12,4,1,19,0,1
58,39,103,7334.55,188.07,0,1,27,0,0
19,61,128,3060.89,50.18,1,0,15,2,0
58,42,151,4578.5,109.01,2,0,22,1,0
32,81,30,1363.9,16.84,2,1,19,0,0
1,79,45,8045.23,101.84,9,0,0,0,1
56,18,80,5698.77,316.6,5,1,10,3,0
5,23,39,9025.7,392.42,8,0,12,1,1
45,54,45,5005.17,92.69,9,0,24,0,0
4,30,78,9420.11,314.0,0,0,17,0,0
16,98,81,8929.5,91.12,5,0,4,0,1
24,58,140,5806.95,100.12,8,0,3,0,1
16,68,93,9345.55,137.43,3,1,23,1,0
55,67,32,3298.58,49.23,9,0,5,0,0
2,71,24,3719.86,52.39,2,0,14,2,0
49,18,116,550.23,30.57,5,1,22,0,0
28,7,13,5933.09,847.58,5,0,1,2,1
32,40,148,7247.05,181.18,1,0,3,1,0
27,70,79,7757.84,110.83,4,0,13,0,0
20,86,56,1583.18,18.41,0,0,3,3,0
24,65,53,4497.17,69.19,8,0,27,2,0
12,68,68,1850.95,27.22,8,0,28,2,1
50,49,34,6655.06,135.82,2,0,17,0,0
35,52,28,1663.67,31.99,4,1,25,3,0
33,29,50,9051.22,312.11,2,1,19,3,0
33,21,130,2383.28,113.49,6,1,15,0,1
51,90,111,2984.88,33.17,0,0,8,1,0
43,78,94,8523.97,109.28,4,0,7,1,0
37,9,154,4638.83,515.43,5,1,10,0,1
12,47,179,337.56,7.18,6,1,13,1,1
3,76,47,4996.4,65.74,2,1,16,3,0
1,42,26,936.98,22.31,6,0,12,1,1
33,51,84,9854.91,193.23,3,1,7,1,0
40,56,106,5922.3,105.76,9,0,13,1,1
10,51,92,2639.67,51.76,5,1,10,0,1
43,70,120,5680.81,81.15,4,1,8,0,1
44,20,75,860.98,43.05,3,0,7,2,1
29,88,122,8018.92,91.12,5,0,13,1,0
13,27,151,9260.75,342.99,2,0,14,0,1
12,38,165,8757.0,230.45,2,0,25,3,1
31,72,41,3483.4,48.38,4,0,0,2,0
46,65,52,3325.1,51.16,4,0,23,3,0
2,54,82,447.37,8.28,8,1,11,1,1
51,24,177,6548.86,272.87,3,0,4,3,0
50,47,155,5395.56,114.8,4,0,24,2,1
35,71,134,4647.53,65.46,8,0,13,1,1
23,83,74,9085.55,109.46,3,1,24,0,0
17,86,66,1762.0,20.49,2,1,21,3,0
26,63,24,195.7,3.11,6,0,15,3,1
8,57,166,825.83,14.49,6,0,18,2,1
29,55,28,2311.38,42.03,7,0,27,0,0
26,60,156,429.53,7.16,3,0,15,1,1
10,99,117,5078.15,51.29,3,0,6,1,1
26,62,114,3209.5,51.77,8,0,2,1,1
34,30,61,1886.78,62.89,9,1,22,2,1
51,93,174,7525.83,80.92,6,0,7,3,1
41,22,69,2124.07,96.55,2,0,20,3,0
7,75,114,6907.29,92.1,8,0,20,3,1
4,84,75,3557.72,42.35,4,0,13,3,1
58,29,171,5167.09,178.18,3,1,19,2,0
53,41,59,9345.28,227.93,0,0,2,2,0
50,42,130,469.78,11.19,8,1,27,0,1
45,98,15,5052.62,51.56,5,0,23,2,0
11,65,105,8558.79,131.67,1,0,10,3,0
29,31,165,5920.95,191.0,6,0,21,1,1
56,30,148,2841.02,94.7,2,1,13,0,0
36,18,98,4037.04,224.28,5,1,21,1,1
25,17,35,6834.63,402.04,7,0,1,1,1
21,38,162,8919.04,234.71,2,0,3,3,1
57,14,31,506.56,36.18,4,0,20,2,0
36,87,127,808.23,9.29,5,0,26,2,1
10,89,19,3318.01,37.28,0,0,25,2,0
37,79,24,2404.52,30.44,9,0,4,3,0
9,56,84,2722.82,48.62,6,0,18,3,1
24,22,167,2290.57,104.12,3,1,9,1,1
35,67,92,2038.67,30.43,9,1,20,0,0
49,56,167,1393.18,24.88,6,0,20,2,1
35,19,145,9346.15,491.9,6,0,1,2,1
48,57,147,1527.48,26.8,4,0,20,0,0
36,44,118,2123.6,48.26,7,0,2,1,1
18,98,176,2538.03,25.9,7,0,14,1,1
49,35,163,9336.85,266.77,4,0,18,0,0
39,1,160,7581.57,7581.57,4,1,20,2,1
32,52,175,7918.02,152.27,6,1,24,3,1
24,85,47,1137.11,13.38,5,1,29,3,1
23,93,174,8379.47,90.1,3,0,1,0,1
32,70,103,4141.11,59.16,1,1,24,2,0
37,37,121,2701.95,73.03,7,0,2,0,1
12,65,163,5799.93,89.23,2,1,28,1,1
49,51,94,8239.61,161.56,1,0,11,1,0
55,1,145,7808.66,7808.66,9,1,22,3,0
13,91,42,8910.98,97.92,6,0,27,1,0
23,21,111,9288.51,442.31,9,1,13,1,1
25,53,29,2457.41,46.37,5,1,16,0,0
35,16,124,4296.19,268.51,7,1,15,0,1
41,61,17,244.82,4.01,5,0,16,2,0
30,54,14,8805.28,163.06,6,0,23,0,0
17,40,152,1630.26,40.76,1,0,8,2,1
49,26,50,8628.6,331.87,9,0,2,3,1
20,80,57,3360.93,42.01,1,0,21,0,0
48,92,104,3744.52,40.7,5,1,13,0,0
25,65,39,487.41,7.5,8,0,2,0,1
22,74,96,3336.1,45.08,2,0,5,3,1
13,64,36,8894.8,138.98,9,0,22,0,1
59,43,114,352.92,8.21,7,1,20,1,1
19,17,37,4122.64,242.51,4,1,18,0,0
49,59,14,410.86,6.96,5,1,23,2,0
36,23,155,3772.14,164.01,5,0,12,1,1
12,7,123,1809.14,258.45,9,0,4,0,1
41,44,83,2596.96,59.02,2,1,0,0,0
19,53,159,8788.22,165.82,4,0,11,3,1
12,71,73,4416.89,62.21,0,0,14,2,0
9,79,102,2810.6,35.58,1,0,24,1,0
7,34,81,5934.45,174.54,9,0,18,1,1
28,46,83,1506.86,32.76,2,0,1,3,1
14,68,44,2667.98,39.24,3,1,2,1,0
31,78,68,5507.85,70.61,8,1,6,1,1
52,78,48,2451.48,31.43,0,1,27,2,0
19,16,57,6823.36,426.46,2,0,10,0,0
58,71,75,4965.76,69.94,2,1,27,0,0
47,96,22,7742.69,80.65,5,0,9,1,0
16,19,132,9487.62,499.35,4,1,7,2,1
53,2,46,1246.47,623.24,2,0,1,3,0
5,10,162,3413.18,341.32,3,0,13,0,1
35,50,11,3263.54,65.27,6,1,12,1,0
12,81,31,1596.71,19.71,2,1,6,1,1
25,12,139,8122.0,676.83,8,1,26,2,1
52,70,120,7622.8,108.9,7,0,20,2,0
59,22,56,4895.81,222.54,1,1,8,2,0
21,32,38,5423.93,169.5,4,1,6,1,0
36,84,21,689.49,8.21,3,1,0,2,0
53,1,110,5599.52,5599.52,4,1,0,1,0
23,54,94,7934.28,146.93,2,0,5,0,0
16,58,138,5780.89,99.67,9,0,24,1,1
57,70,154,2726.53,38.95,0,0,0,1,1
39,83,136,6708.73,80.83,7,1,15,0,1
45,18,8,3678.74,204.37,8,1,2,2,0
53,6,72,5494.25,915.71,7,1,12,2,1
42,45,119,4926.9,109.49,3,0,20,1,1
58,97,34,3873.63,39.93,1,1,3,1,0
39,23,144,7216.89,313.78,3,0,16,0,1
14,23,105,8850.37,384.8,8,1,9,2,1
31,26,141,151.6,5.83,9,0,3,0,1
58,77,87,9342.8,121.34,8,0,19,1,0
5,7,150,5164.0,737.71,4,1,26,1,1
35,79,155,7037.25,89.08,4,1,11,0,0
23,44,64,8570.68,194.79,9,0,25,0,1
29,27,2,4724.33,174.98,2,0,12,3,0
43,26,109,8366.24,321.78,5,1,3,3,1
11,97,26,1858.44,19.16,6,0,15,2,0
18,79,83,1675.76,21.21,9,1,18,0,1
47,36,107,6608.97,183.58,8,1,6,2,1
12,55,69,8714.42,158.44,6,0,0,3,1
9,64,97,8935.02,139.61,2,0,15,2,0
10,91,30,6473.03,71.13,6,1,1,3,1
58,57,8,5302.34,93.02,0,0,0,0,0
44,69,38,3380.79,49.0,1,0,13,0,0
17,61,81,9802.0,160.69,3,1,19,2,0
38,2,108,3264.99,1632.5,6,0,4,0,1
7,55,65,7467.44,135.77,8,0,26,2,1
46,97,67,5366.62,55.33,4,0,14,2,0
13,80,174,6124.27,76.55,7,0,9,3,1
40,87,90,3995.46,45.92,6,1,20,1,0
42,38,95,9651.75,253.99,4,0,1,2,0
9,80,72,5759.66,72.0,2,0,10,3,0
50,78,43,9384.1,120.31,2,0,15,3,0
27,29,46,175.16,6.04,5,0,18,3,1
58,26,125,5769.44,221.9,9,1,3,1,1
2,35,163,7200.15,205.72,3,1,9,0,1
5,79,39,7476.29,94.64,2,1,21,2,0
29,67,51,9059.27,135.21,3,0,21,2,0
37,87,4,143.58,1.65,2,1,11,0,0
38,29,121,103.27,3.56,9,1,1,0,1
19,34,80,4775.41,140.45,5,0,1,3,1
8,97,77,390.01,4.02,6,0,8,3,1
48,41,179,9747.87,237.75,3,1,11,0,1
45,41,133,2298.45,56.06,2,1,1,2,1
1,23,55,4779.38,207.8,2,0,17,0,1
22,71,20,705.26,9.93,2,0,15,0,0
52,3,152,5268.28,1756.09,8,0,18,1,1
17,58,164,3861.57,66.58,2,1,14,1,1
7,32,34,542.13,16.94,2,0,24,3,0
25,31,122,3417.73,110.25,7,1,29,3,1
45,82,109,3975.22,48.48,3,1,15,2,0
4,43,126,9900.22,230.24,6,1,5,0,1
36,7,54,2158.07,308.3,2,0,26,0,0
6,1,162,5493.32,5493.32,7,1,14,1,1
31,61,145,9874.42,161.88,2,1,11,2,0
19,14,133,7940.99,567.21,4,1,21,0,1
44,52,89,9934.34,191.04,0,1,11,2,0
54,96,146,9686.15,100.9,4,0,9,1,0
39,6,53,4946.44,824.41,5,1,20,0,0
27,10,50,6994.12,699.41,6,0,14,1,0
10,71,72,1193.39,16.81,1,0,22,1,0
26,90,173,4467.37,49.64,1,1,26,1,0
19,98,141,8109.28,82.75,8,1,3,0,1
39,30,16,5102.82,170.09,9,0,9,2,1
3,21,13,7056.72,336.03,0,0,25,0,0
45,60,20,7482.94,124.72,1,0,18,1,0
13,81,66,2609.34,32.21,1,0,22,3,0
50,97,47,8769.42,90.41,9,1,13,2,0
28,74,147,4652.24,62.87,6,1,9,3,1
58,63,173,2180.83,34.62,5,1,16,1,1
20,42,165,8667.62,206.37,8,1,21,0,1
28,51,122,4236.41,83.07,6,0,28,2,1
8,64,54,7528.09,117.63,2,0,26,3,0
41,76,6,5525.53,72.7,2,1,26,0,0
39,56,14,3880.53,69.3,0,1,10,2,0
1,80,132,8117.78,101.47,7,1,17,1,1
3,41,86,5886.25,143.57,0,0,1,1,1
13,32,162,3966.56,123.96,1,1,10,1,1
28,15,27,1185.02,79.0,6,0,7,0,1
57,62,7,8964.91,144.6,0,0,18,0,0
49,27,131,451.15,16.71,3,0,24,1,1
25,28,175,8645.55,308.77,8,0,15,1,1
56,81,2,3663.62,45.23,7,1,3,2,0
33,64,80,6429.45,100.46,7,0,13,3,1
38,59,153,9229.78,156.44,2,0,21,2,0
53,58,60,1601.9,27.62,4,1,16,3,0
6,2,24,5712.81,2856.4,3,1,10,0,1
58,36,15,7667.89,213.0,7,0,25,2,0
44,71,95,7600.08,107.04,6,1,25,0,0
45,13,142,5303.76,407.98,6,1,2,0,1
32,15,134,6284.92,418.99,9,0,3,3,1
45,89,81,7599.52,85.39,9,1,20,3,0
47,87,18,8426.17,96.85,6,0,12,2,0
21,60,20,7641.95,127.37,0,0,16,2,0
16,22,115,3604.65,163.85,6,1,29,2,1
54,63,40,9967.59,158.22,3,1,19,3,0
21,90,39,4401.58,48.91,2,1,20,1,0
11,97,32,342.2,3.53,4,0,19,1,0
37,75,124,3689.91,49.2,1,1,9,3,0
36,74,108,1365.05,18.45,7,0,25,2,1
35,25,27,1302.28,52.09,8,1,22,1,0
19,48,110,2887.2,60.15,4,0,23,0,1
20,43,97,628.42,14.61,2,1,11,1,1
57,38,74,6916.27,182.01,9,0,7,1,1
18,41,17,832.49,20.3,6,1,2,3,1
47,45,49,2112.57,46.95,0,1,28,3,0
41,88,81,1019.71,11.59,9,1,20,1,1
49,40,116,725.36,18.13,2,1,9,0,0
14,97,23,2750.74,28.36,8,1,23,0,1
15,17,98,5761.8,338.93,1,0,6,2,1
31,88,72,9650.39,109.66,8,0,29,1,0
1,57,141,8768.01,153.82,0,1,24,1,1
53,2,151,8771.75,4385.88,3,0,28,0,0
54,96,57,1843.06,19.2,9,0,9,3,0
54,62,148,2722.58,43.91,5,1,6,1,1
3,88,86,856.29,9.73,6,1,17,0,1
16,9,23,7806.84,867.43,2,0,19,1,0
23,68,105,791.18,11.64,8,0,27,3,1
57,81,163,5611.29,69.28,3,1,13,2,0
11,17,67,2553.97,150.23,4,1,11,3,1
12,50,34,2510.11,50.2,7,1,7,3,1
10,94,33,9908.18,105.41,2,0,24,0,0
32,40,46,7592.12,189.8,7,1,6,0,0
16,58,81,8385.7,144.58,0,0,4,3,0
8,75,173,5762.63,76.84,7,1,0,0,1
38,85,147,8723.04,102.62,9,1,14,3,1
12,21,87,6490.36,309.06,7,0,8,3,1
24,18,15,9467.12,525.95,5,1,11,1,0
28,55,123,2885.25,52.46,4,0,21,3,1
53,29,121,5993.66,206.68,8,0,17,2,0
8,24,78,6932.3,288.85,5,0,10,0,1
58,74,66,3990.08,53.92,0,1,9,2,0
28,17,39,8809.11,518.18,5,1,9,0,0
36,18,18,9800.05,544.45,0,1,17,3,0
26,42,160,4988.32,118.77,5,0,25,2,1
8,84,21,3967.34,47.23,2,1,0,1,0
58,45,168,4772.19,106.05,5,1,27,3,1
50,82,27,8542.09,104.17,5,1,19,3,0
28,17,2,6490.14,381.77,0,1,25,3,0
28,73,97,543.25,7.44,8,1,10,1,1
37,14,39,5467.48,390.53,7,0,28,2,0
41,49,56,271.27,5.54,1,1,1,3,0
36,29,107,7807.5,269.22,1,1,25,2,0
27,95,127,3350.29,35.27,4,1,10,3,1
54,4,13,4772.87,1193.22,9,0,24,3,0
17,82,126,8006.91,97.65,1,1,1,3,1
9,20,56,559.84,27.99,0,0,26,1,0
33,47,28,1669.56,35.52,1,0,8,3,0
53,9,64,4039.81,448.87,4,1,0,2,0
20,77,71,2376.26,30.86,9,0,29,3,1
13,79,169,3445.22,43.61,6,0,22,2,1
28,27,119,9981.93,369.7,4,0,5,2,1
48,15,100,8271.6,551.44,0,1,21,0,0
29,92,41,8850.63,96.2,6,0,1,2,0
13,19,4,9376.84,493.52,5,1,14,0,0
46,90,158,3475.27,38.61,6,1,0,1,1
35,52,88,3041.06,58.48,1,0,25,3,0
6,26,84,2417.22,92.97,4,0,23,1,1
18,89,46,8318.16,93.46,7,0,23,1,0
51,26,159,6827.56,262.6,6,1,17,2,1
5,26,88,2438.1,93.77,5,1,3,3,1
47,46,7,3832.24,83.31,5,0,28,3,0
25,92,77,5116.45,55.61,0,0,12,1,0
2,49,136,5328.59,108.75,0,1,3,0,1
10,82,172,8898.4,108.52,6,1,14,0,1
56,96,141,3867.6,40.29,2,1,1,2,0
30,53,93,9094.39,171.59,5,0,26,0,0
50,3,20,4469.54,1489.85,4,0,8,0,0
59,66,78,7489.09,113.47,2,1,11,1,0
45,97,160,9309.52,95.97,5,1,13,0,1
5,42,178,9085.0,216.31,2,0,19,3,1
55,19,27,663.83,34.94,7,1,3,1,0
56,17,120,2136.47,125.67,6,0,14,1,1
33,33,25,4821.36,146.1,8,1,3,0,1
54,76,52,4372.39,57.53,4,1,4,3,0
1,49,21,6444.83,131.53,0,1,9,3,0
18,56,18,9452.62,168.8,9,1,11,0,1
32,63,39,1212.81,19.25,7,0,11,3,1
47,3,15,4573.4,1524.47,1,1,7,2,0
49,49,53,2004.87,40.92,5,1,3,2,0
11,55,38,8951.67,162.76,0,0,2,0,0
21,26,176,9649.34,371.13,5,0,26,1,1
26,99,52,4839.15,48.88,3,0,0,1,0
25,72,72,1129.7,15.69,4,1,17,3,0
22,52,28,7874.42,151.43,9,0,19,2,0
59,7,144,7001.7,1000.24,6,1,24,1,1
27,46,118,3611.24,78.51,5,0,13,3,0
49,46,144,8885.33,193.16,0,1,16,2,0
13,16,35,9760.74,610.05,8,0,5,1,1
33,24,145,5622.75,234.28,5,0,5,3,1
34,61,99,5700.71,93.45,5,0,9,0,1
41,54,52,3045.38,56.4,8,1,18,0,1
35,62,140,5886.61,94.95,9,1,9,1,1
1,1,83,4452.46,4452.46,4,0,24,3,1
21,49,48,3091.69,63.1,5,1,29,2,0
48,25,22,765.13,30.61,5,1,25,0,0
55,10,123,2601.81,260.18,6,1,2,2,1
6,80,127,2058.76,25.73,8,1,0,3,1
28,16,177,5466.22,341.64,4,1,17,0,1
17,58,52,6056.53,104.42,4,0,14,1,0
5,72,79,6124.86,85.07,3,1,19,0,0
31,29,129,3942.99,135.97,9,0,3,1,1
5,92,66,4270.17,46.41,3,0,17,2,1
38,6,64,8358.96,1393.16,7,0,9,0,1
3,16,8,4814.7,300.92,1,1,21,3,0
53,20,25,9878.96,493.95,9,1,21,2,0
23,80,94,4452.21,55.65,7,0,18,2,1
37,71,179,6530.85,91.98,1,0,16,1,0
53,78,15,598.59,7.67,0,0,9,3,0
37,43,178,6568.07,152.75,9,0,24,2,1
10,26,122,8529.12,328.04,8,1,3,0,1
10,90,75,9430.33,104.78,7,0,24,1,0
19,78,104,9973.47,127.86,5,0,4,3,1
17,71,38,2893.57,40.75,3,1,6,1,0
21,33,168,5796.16,175.64,1,0,18,1,0
14,26,115,4562.11,175.47,7,1,18,2,1
9,45,39,5681.79,126.26,2,0,7,0,0
46,84,108,1658.78,19.75,9,1,0,0,1
1,63,17,8575.88,136.13,3,1,23,3,0
51,67,135,9104.73,135.89,4,1,7,3,0
45,52,118,4551.65,87.53,3,0,18,0,0
13,68,39,2876.26,42.3,7,1,16,1,1
4,26,35,1494.25,57.47,8,0,8,1,1
1,75,51,6869.27,91.59,0,1,19,0,0
49,2,47,3191.1,1595.55,1,1,22,2,0
40,14,36,9104.43,650.32,3,1,15,1,0
32,30,64,6743.02,224.77,0,0,8,0,0
34,49,95,6492.28,132.5,5,1,18,2,0
28,12,105,5638.08,469.84,4,1,15,1,1
31,90,13,553.19,6.15,6,1,20,3,0
8,44,146,9326.03,211.96,5,1,25,1,1
39,33,149,6316.58,191.41,2,0,26,1,0
26,13,112,9941.21,764.71,4,0,12,0,1
58,78,65,5419.83,69.48,2,1,18,1,0
34,88,8,7130.1,81.02,8,1,4,1,0
54,98,48,656.47,6.7,1,1,26,2,0
54,26,85,6354.19,244.39,5,1,1,0,0
3,21,43,7670.03,365.24,8,0,3,2,1
59,28,85,7807.29,278.83,9,1,11,3,1
50,48,155,7724.11,160.92,6,1,17,1,1
12,40,19,2340.2,58.5,4,0,2,0,1
1,66,23,9756.44,147.82,1,1,20,3,0
54,73,115,9952.3,136.33,1,1,24,0,0
44,87,50,848.4,9.75,3,0,18,1,0
5,79,179,9370.82,118.62,9,1,25,0,1
30,77,43,2965.55,38.51,1,0,21,0,0
30,23,99,6923.91,301.04,7,1,3,2,1
59,81,104,3447.3,42.56,9,0,3,0,1
57,48,116,9680.77,201.68,6,0,15,0,0
17,2,51,1104.89,552.45,6,1,10,2,1
48,84,106,5027.69,59.85,2,1,28,1,0
47,20,112,4337.67,216.88,6,1,25,3,0
23,59,169,3327.63,56.4,7,1,25,2,1
15,46,72,6490.79,141.1,4,0,12,1,0
37,3,139,1397.45,465.82,0,1,20,1,1
21,55,80,7194.96,130.82,0,1,10,3,0
14,12,151,9807.86,817.32,3,1,6,1,1
2,40,49,8065.13,201.63,1,0,26,2,0
11,66,166,8614.17,130.52,6,0,13,1,1
51,78,47,3660.4,46.93,2,0,3,3,0
39,16,72,3316.38,207.27,3,0,7,3,1
38,83,7,5218.78,62.88,8,0,11,2,0
34,34,66,552.69,16.26,1,1,12,2,0
38,44,77,9459.05,214.98,7,1,24,1,0
50,6,62,1523.47,253.91,0,1,8,3,0
34,77,157,9039.83,117.4,2,0,8,3,0
18,64,38,927.46,14.49,3,1,1,1,1
30,22,125,8243.99,374.73,5,0,2,3,1
15,18,84,1604.43,89.14,0,0,20,2,0
27,12,161,477.5,39.79,7,0,11,2,1
51,52,29,7222.95,138.9,1,0,16,1,0
34,94,114,2874.63,30.58,4,0,3,1,1
52,51,79,7173.51,140.66,5,1,26,1,0
57,71,23,5595.34,78.81,7,1,29,2,0
38,96,106,1177.19,12.26,2,1,13,2,1
33,48,131,9328.09,194.34,8,1,20,3,0
24,19,101,4577.91,240.94,4,0,8,2,1
15,6,173,7371.03,1228.5,7,1,7,1,1
30,84,8,5060.1,60.24,3,1,0,0,0
55,27,86,6083.18,225.3,8,0,29,0,0
42,53,117,3097.46,58.44,7,0,12,0,1
51,48,29,2083.57,43.41,4,0,27,0,0
17,7,2,5471.45,781.64,2,1,2,0,0
5,59,113,4458.17,75.56,0,1,29,2,0
29,69,178,3962.12,57.42,4,1,13,1,1
4,11,65,6758.42,614.4,4,0,18,1,1
10,15,108,6936.02,462.4,3,0,26,3,1
56,64,20,554.61,8.67,9,0,5,1,0
17,3,37,3453.57,1151.19,9,0,3,3,1
10,69,72,4176.47,60.53,7,0,19,1,1
17,23,27,1059.23,46.05,2,0,0,3,0
20,53,175,2435.42,45.95,9,1,27,3,1
24,37,123,611.25,16.52,8,0,9,1,1
5,9,134,9962.8,1106.98,2,0,12,0,1
34,15,45,7391.92,492.79,3,0,11,1,0
6,3,172,965.76,321.92,5,0,10,1,1
53,93,83,300.47,3.23,8,0,3,0,1
2,70,146,7220.95,103.16,9,0,16,1,1
13,17,120,4448.0,261.65,1,0,14,3,1
43,26,65,7889.29,303.43,1,0,20,0,0
43,21,25,9242.41,440.11,1,0,28,0,0
48,72,27,6033.07,83.79,4,1,2,2,0
11,21,135,1952.37,92.97,5,1,28,3,1
51,11,172,7843.72,713.07,2,1,9,3,1
47,38,106,9562.54,251.65,2,1,20,1,0
57,72,157,5844.29,81.17,1,0,13,1,0
23,88,44,6851.77,77.86,5,1,18,3,0
55,35,107,3441.0,98.31,0,1,20,3,0
16,14,36,3877.12,276.94,8,0,3,3,1
31,14,147,7373.08,526.65,9,0,24,1,1
11,10,6,9284.93,928.49,3,0,13,3,0
54,12,153,6326.99,527.25,1,0,5,3,1
16,38,159,7919.49,208.41,5,1,11,0,1
8,34,9,1799.19,52.92,4,0,29,3,0
4,41,165,2198.39,53.62,2,0,25,2,1
40,10,155,5367.14,536.71,2,0,1,1,1
4,17,13,1847.89,108.7,4,1,16,0,1
56,17,41,6386.45,375.67,3,1,0,3,0
25,67,128,2987.37,44.59,4,0,16,3,1
3,62,66,7936.17,128.0,1,1,24,0,0
32,95,85,8100.29,85.27,0,0,4,0,0
3,1,24,4691.5,4691.5,4,1,15,0,1
27,12,44,1890.03,157.5,0,0,13,2,0
29,4,106,6503.07,1625.77,2,1,19,2,0
32,42,98,9928.59,236.4,7,1,9,0,1
50,13,60,6263.65,481.82,7,1,20,3,0
58,98,9,454.17,4.63,8,0,24,1,0
51,85,130,271.21,3.19,0,1,2,2,0
19,86,56,3271.58,38.04,3,1,2,1,1
21,4,158,2038.26,509.56,5,1,27,1,1
5,82,22,8149.21,99.38,6,0,17,2,0
18,69,81,8463.58,122.66,4,1,23,1,0
28,19,100,2660.33,140.02,6,0,22,3,1
42,2,13,3323.88,1661.94,9,0,17,2,1
22,12,71,2438.84,203.24,7,0,3,2,1
21,81,16,9092.99,112.26,9,0,6,1,0
6,74,45,5076.23,68.6,5,0,0,1,1
1,98,65,6595.76,67.3,3,1,15,0,1
5,6,139,4213.27,702.21,0,0,16,2,1
41,8,70,6347.04,793.38,4,1,7,1,0
12,51,148,3919.97,76.86,9,1,5,3,1
26,11,99,3462.82,314.8,9,0,1,2,1
46,63,101,6381.35,101.29,9,0,25,0,0
34,57,105,5951.51,104.41,3,0,9,3,1
49,12,140,3005.93,250.49,4,1,16,0,1
14,73,94,1578.55,21.62,3,1,18,0,1
26,2,42,3748.91,1874.46,8,1,27,3,1
45,8,83,4210.46,526.31,2,1,3,0,0
27,11,133,6323.97,574.91,2,1,12,0,1
9,53,105,9153.83,172.71,9,1,20,0,1
26,10,155,458.23,45.82,6,1,26,0,1
57,85,28,2512.24,29.56,1,1,25,0,0
47,84,26,2017.79,24.02,8,1,18,2,0
57,8,116,5072.71,634.09,7,0,15,1,0
22,36,49,4354.04,120.95,5,1,12,2,0
47,93,149,7317.47,78.68,8,0,29,2,1
56,76,1,2499.92,32.89,2,0,4,1,0
30,14,92,5985.53,427.54,3,1,11,1,1
43,54,58,8850.19,163.89,6,1,6,3,0
48,85,79,9115.71,107.24,0,1,26,0,0
17,86,81,9591.97,111.53,0,1,8,1,0
26,21,26,7755.29,369.3,0,1,4,3,0
36,50,153,9069.28,181.39,7,1,3,3,1
1,94,77,2421.86,25.76,5,0,9,2,1
8,39,161,2056.05,52.72,2,0,15,3,1
49,20,72,164.23,8.21,9,1,10,0,1
